0,1,2,3
-334224.82426569157,-341045.95532344084,-571053.6391661533,-341164.8866256082
-523255.38431619055,-351350.497399827,-444121.8069613768,-438123.65118197945
-442898.37301052373,-382485.5033624889,-548259.810646644,-622475.8818170908
-430417.85563189496,-421710.60543129354,-254898.3707541067,-403119.1458844119
-370790.78360175405,-370631.81413770607,-438305.36215702957,-645472.5440302986
-347031.1130078792,-438857.75102986424,-265372.5786852259,-421422.1204112508
-482063.56060065376,-535638.9601891048,-476446.25872730144,-525404.1693544212
-528828.2194010797,-626926.2925466221,-318093.15128033946,-747386.2111950625
-424399.2451319887,-454047.24312078033,-407340.5263821389,-405441.51797191036
-484313.5861046951,-528154.1154235476,-473539.6246367318,-502764.4399207333
-316125.0322244392,-623729.058327306,-637231.2557921319,-434001.8010552458
-286735.19963986985,-621372.789708167,-308080.19841108564,-749008.641908016
-399802.47161991766,-539711.560981338,-249468.32205017708,-654938.4322541397
-486559.0550107019,-432723.60144585563,-446708.1182733639,-518140.8329302719
-634681.2770412716,-391246.8079683593,-469147.2318335124,-477500.1245125196
-490101.765458321,-353081.3487368763,-644659.7962168427,-523369.8458210466
-521840.9631795856,-483202.4811253976,-511771.48037442134,-558744.4616968175
-632076.8024239256,-478133.6400413434,-441049.11124259373,-525061.0142451058
-446754.0509736067,-344363.86858438805,-384820.73674702056,-475250.4623103036
-677987.9558346709,-525318.3147482069,-488971.15294734744,-294383.8268155521
-591950.957649333,-383288.1230653809,-422186.2192021487,-589418.9142555142
-344709.0574226094,-458725.54665703926,-741818.3309049647,-432575.6936169478
-373751.39958953345,-462025.1798813498,-495255.09016281954,-598383.2186262646
-430390.78895731317,-437432.64528720203,-425535.8154629611,-399013.32364582474
-285454.34046736604,-310687.6064482913,-269766.9567684024,-400158.97123877297
-575553.4920286672,-515413.34143578116,-528962.1063462021,-486810.12571260607
-570653.5304073524,-360037.293174391,-348217.0428905097,-406079.50452726
-439855.1086545653,-351150.6392712399,-599384.0976769929,-578709.3256508078
-425387.93945939594,-465022.2772585377,-421946.14917386667,-498263.1512397751
-367164.85386847955,-500513.9370266871,-407942.3392760346,-348428.0444349704
-562183.0345625834,-398662.507055508,-542131.2138539829,-429150.87084142567
-378077.3898808104,-418969.69669072516,-426963.649352934,-456445.56826788536
